id,im_category_id,name,slug,description,color,icon,ordine,is_active,synced_at,created_at
1,0,Necategorizat,necategorizat,Acte fără categorie asignată,#9E9E9E,,999,t,2025-11-10 23:00:37.506664,2025-11-10 23:00:37.506664
