id,url,status,acte_count,error_message,created_at,updated_at,last_scraped_at
25,https://legislatie.just.ro/Public/FormaPrintabila/00000G33E0O52UZD0V1142P20F1ZMLBG,completed,1,,2025-11-10 21:08:33.260212,2025-11-10 21:08:42.00108,2025-11-10 21:08:42.001083
24,https://legislatie.just.ro/Public/FormaPrintabila/00000G281FG4CXAJKYN11PHCPS08AG33,completed,1,,2025-11-10 21:08:28.058514,2025-11-10 21:08:45.655995,2025-11-10 21:08:45.655999
23,https://legislatie.just.ro/Public/FormaPrintabila/00000G1656LBGXZIRQU152DYXZD7MLAE,completed,1,,2025-11-10 21:08:20.495217,2025-11-10 21:09:00.704133,2025-11-10 21:09:00.704136
27,https://legislatie.just.ro/Public/FormaPrintabila/00000G12HGMTKVRFAPG0U1K2BEFS2TL8,completed,1,,2025-11-10 21:55:08.339812,2025-11-11 09:48:21.617791,2025-11-11 09:48:21.617795
